	TCGA-A7-A13F-01	TCGA-A2-A0YE-01	TCGA-BH-A0B0-01	TCGA-C8-A131-01	TCGA-A2-A0D3-01	TCGA-AN-A0XN-01	TCGA-E2-A573-01	TCGA-E2-A15P-01	TCGA-A2-A25F-01	TCGA-AO-A12F-01	TCGA-E2-A1IK-01	TCGA-E9-A1NC-01	TCGA-EW-A1P4-01	TCGA-AR-A24N-01	TCGA-BH-A18I-01	TCGA-AR-A24L-01	TCGA-BH-A18G-01	TCGA-AO-A0JG-01	TCGA-BH-A0BD-01	TCGA-E2-A15I-01	TCGA-BH-A5IZ-01	TCGA-D8-A1JS-01	TCGA-AO-A03P-01
LOC729991-MEF2B	54	198	168	81	109	74	70	119	72	17	138	122	161	80	137	123	8	238	100	189	170	136	288
LOC729991	696	823	524	596	422	304	704	861	616	582	502	774	1056	663	724	659	375	530	690	413	646	1661	293
LOC730101	594	660	158	599	219	321	543	1281	579	741	1570	617	196	249	442	808	55	933	154	403	262	563	2233
LOC730668	40	22	8	14	5	0	4	16	5	7	6	12	2	21	2	1	1	5	11	5	1	6	4
LOC730811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC731779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC731789	0	1	6	0	1	0	1	0	0	2	13	3	0	2	0	0	0	0	0	3	1	1	0
LOC732275	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC80054	59	290	127	25	91	19	57	360	140	75	84	191	63	118	144	59	30	149	128	105	147	200	95
LOC80154	114	3854	1011	1424	1651	503	469	934	278	2450	363	1166	526	185	911	295	485	919	534	1173	2222	439	2682
LOC81691	344	736	340	178	733	112	577	351	342	139	212	181	160	1171	790	965	71	205	293	560	293	928	447
LOC84740	0	111	9	105	24	15	2	17	1197	92	4	13	416	26	19	19	3	13	1017	21	6	18	6
LOC84856	14	29	3	40	9	70	25	32	151	745	13	118	246	5	18	39	609	14	33	78	53	0	261
LOC84931	0	4	0	0	0	3	0	1	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0
LOC84989	4	80	6	33	5	3	37	5	7	15	14	16	18	12	19	8	16	7	11	9	12	36	77
LOC90110	745	509	425	315	624	377	330	937	661	662	480	228	272	628	537	973	257	747	560	739	235	546	985
LOC90246	17	527	23	187	222	24	90	253	72	24	5	9	3	70	19	25	77	47	73	515	37	7	11
LOC90586	8	1	13	3	0	6	3	2	11	13	3	1	0	5	3	5	0	4	2	3	1	0	4
LOC90784	998	1047	830	2008	1880	889	69	1375	1460	1579	631	523	1068	1096	1156	1961	405	572	1231	913	1007	1106	812
LOC90834	17	42	36	54	69	40	41	79	60	63	3	23	28	57	58	33	4	49	53	70	27	23	10
LOC91149	0	2	0	2	0	4	0	0	0	0	1	0	0	0	4	2	0	1	0	3	1	0	0
LOC91316	165	424	350	235	638	166	615	779	449	377	80	596	173	470	541	340	119	503	322	828	161	348	254
LOC91450	6	5	3	15	2	5	5	4	5	10	3	6	7	8	11	5	2	6	5	8	6	1	3
LOC91948	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0
LOC92249	1089	2267	1814	1554	1439	1177	2485	3415	1514	2692	768	1159	378	1535	1850	1461	689	1890	1194	2074	924	1021	1670
LOC92659	655	662	165	635	471	224	140	441	125	188	450	290	641	574	433	900	500	251	428	172	1501	476	510
LOC92973	61	62	417	12	271	91	45	575	37	31	117	65	17	247	101	276	9	223	147	488	107	148	102
LOC93432	0	0	0	0	3	1	5	2	4	1	0	9	81	0	3	3	0	8	0	1	87	0	0
LOC93622	829	1109	585	1365	1740	538	471	1740	990	1115	859	711	783	1227	1678	2105	590	1597	960	1650	583	1889	1706
LOC96610	3187	24129	11594	24610	15193	1961	156544	29932	94185	15636	18181	299453	19724	134274	50045	11363	935	21978	21267	5622	16257	1149	28127
LOH12CR1	325	482	301	195	373	245	530	260	534	739	287	445	455	623	382	414	143	353	279	269	439	444	333
LOH12CR2	32	73	42	118	73	33	46	115	63	393	112	44	81	76	85	110	51	65	51	95	67	118	77
LOH3CR2A	116	61	122	85	39	173	18	57	167	104	20	43	23	72	146	236	12	100	266	112	50	21	30
LONP1	5904	5416	3743	5454	6373	2700	5444	6089	2876	6882	2805	2759	5640	4950	4195	3164	1885	4774	4859	3133	7558	6508	4904
LONP2	8084	3901	4388	3302	6682	3042	1678	7340	5445	3196	3262	2220	4993	8219	6013	6621	1979	8021	6822	4859	1749	3569	5552
LONRF1	1118	2615	749	335	2248	538	1597	1637	1788	2003	451	638	675	2412	1169	1407	671	871	1994	831	1040	747	435
LONRF2	1639	257	934	6	4483	637	51	2904	541	132	747	323	46	2620	8149	4350	63	2420	1894	5008	328	1989	754
LONRF3	10	12	525	63	7	53	8	44	147	24	13	33	81	28	100	36	47	37	51	139	63	22	7
LOR	0	2	1	1	1	0	3	0	0	0	2	1	2	0	0	0	0	0	1	3	0	0	0
LOXHD1	10	4	24	11	7	14	3	14	31	45	8	4	4	6	16	15	0	49	14	17	10	3	14
LOXL1	1394	3127	7471	1949	2104	4883	959	2758	4152	1042	990	2916	1897	4654	6003	5283	638	2532	2379	1813	3212	2303	2214
LOXL2	1665	8579	8631	4771	1443	21519	4714	2724	4517	6448	486	3356	6593	3257	10465	6903	1687	3606	3191	1738	3062	971	2191
LOXL3	236	564	348	160	344	921	190	799	753	581	77	425	449	89	616	374	46	152	360	357	369	267	111
LOXL4	265	2498	127	214	52	395	409	365	633	816	66	9160	191	401	376	323	221	230	369	119	756	5	74
LOX	1207	5138	4994	2503	1100	12610	1953	2073	11069	4498	236	1657	4982	4296	7143	7146	1792	1753	2791	1496	870	141	918
LPAL2	1	16	9	1	6	6	6	6	20	1	1	13	28	3	12	14	15	21	9	4	7	1	2
LPAR1	1479	914	1075	952	256	1389	439	761	2504	478	189	311	518	2584	1959	2620	792	974	2062	700	267	1266	416
LPAR2	1480	2865	615	1138	998	359	1221	785	884	637	682	1563	2495	710	735	1333	510	1052	1270	600	3237	2296	820
LPAR3	588	8	69	468	377	3	12	15	8	104	4	29	74	4	7	615	0	3	11	8	2	5	27
LPAR4	15	10	20	15	15	35	12	26	56	29	5	5	12	31	36	66	9	51	23	52	7	3	7
LPAR5	204	134	265	159	226	427	188	254	1196	62	312	909	425	308	636	284	131	307	366	241	948	157	206
LPAR6	886	759	1200	1423	1692	1112	711	2099	3553	1074	833	1035	724	1338	2990	2665	1138	2656	1648	2701	242	984	1398
LPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LPCAT1	8714	20280	3310	4093	3744	19964	4599	5845	6751	6310	3602	4919	4191	3583	5223	9219	3067	6033	5157	1626	12263	3795	5125
LPCAT2	2422	963	729	2005	521	3323	912	1642	4202	892	548	1372	5286	677	1855	2931	1634	1424	1027	1272	1036	186	447
LPCAT3	8371	5834	5424	1831	5155	1864	2033	4471	4240	3273	2259	2562	3943	4122	4248	4887	1690	7353	4016	5774	4894	7366	3903
LPCAT4	867	603	901	834	574	590	412	786	1525	1702	1055	729	1301	548	839	1210	857	1056	1565	370	732	536	527
LPGAT1	9646	7345	7664	5924	16667	4509	4809	7238	8981	1927	2157	3388	3481	13019	6792	35525	6956	10635	15064	5100	6989	3405	6231
LPHN1	4008	6098	3228	3419	6182	2252	1655	7042	1387	2691	2443	2287	1788	2929	3434	3750	1297	5128	6248	2704	3673	3624	7922
LPHN2	1135	8861	1599	1480	632	1621	3163	4488	2843	7229	2399	924	4013	1823	2740	4519	388	2562	1336	1643	2836	264	1200
LPHN3	16	5017	72	6	15	18	22	200	320	48	24	7	50	74	130	62	29	78	51	56	7	3	13
LPIN1	724	2372	695	890	735	888	3024	2079	5589	1650	1075	2036	1016	1751	1989	2562	730	1722	2213	1368	1085	804	1092
LPIN2	1517	1951	2929	1510	2274	1984	1246	2553	10198	1667	1221	1311	1764	3595	6040	4727	1058	3042	2356	4677	487	1720	1260
LPIN3	3554	1153	510	519	852	376	1348	1425	470	320	267	897	680	998	1194	1487	44	1283	997	1224	407	620	1304
LPL	674	1839	11260	249	361	1363	2387	1719	6768	3332	277	212	3792	506	2846	1537	40326	1089	3949	661	84	411	317
LPO	0	25	0	6	9	19	128	0	2	1	1	69	23	1	0	5	48	1	0	5	68	4	12
LPPR1	1	1	0	18	12	0	1	6	4	5	9	1	10	0	3	4	9	10	6	10	41	0	0
LPPR2	2628	1184	2393	2248	1881	2020	795	4182	1296	1734	2294	1134	734	2696	2812	3609	587	3170	1835	1881	2499	3347	927
LPPR3	1667	6	19	2	377	504	0	166	8	149	314	6	2	310	101	807	8	118	2138	86	16	39	708
LPPR4	91	103	250	208	26	304	125	346	464	202	41	43	59	116	312	313	100	317	219	122	34	35	152
LPPR5	0	2	38	23	5	5	4	24	5	2	1	14	0	20	43	81	6	6	10	9	0	0	3
LPP	827	1707	846	743	1667	2459	274	2766	3662	1683	357	522	1068	4025	1525	3307	685	1342	2084	4271	222	1067	518
LPXN	614	621	1239	1072	707	1069	1236	766	7881	440	570	1311	1153	806	1945	874	473	1496	1119	1083	442	415	610
LQK1	140	148	13	125	15	70	100	18	180	168	134	45	118	49	17	123	41	159	62	64	17	83	29
LRAT	21	327	5	10	353	5	62	183	21	36	156	60	1622	161	14	4	97	36	29	21	103	34	15
LRBA	9669	6124	5605	2479	11525	6797	1200	25403	8421	3903	6137	1010	7754	14462	16251	21063	1351	21180	11245	19719	2022	5973	11503
LRCH1	802	1313	1088	1252	1998	1810	704	1370	3874	1224	700	1145	1304	1272	2669	3064	656	1734	1736	2014	555	825	1628
LRCH2	51	123	67	37	31	247	59	162	274	176	13	54	83	157	330	507	30	227	87	137	5	16	73
LRCH3	758	1456	682	292	1047	767	557	1604	1760	484	333	373	1013	1268	1558	1529	144	1200	1120	1273	779	390	1105
LRCH4	1538	2379	2727	2007	1758	923	2163	2993	2084	2949	1903	2408	1362	1819	2223	1679	1135	4702	1740	3366	3038	2920	1452
LRDD	647	867	477	603	605	117	1888	791	269	450	341	635	695	754	960	277	344	695	404	967	992	992	726
LRFN1	494	1480	292	74	319	454	428	355	533	1182	129	479	446	121	226	354	143	394	272	176	513	70	294
LRFN2	18	0	10	8	49	20	4	31	0	0	4	8	1	34	76	53	0	103	25	5	0	8	18
LRFN3	1328	1226	674	547	737	627	430	1001	777	748	639	652	847	558	769	815	271	711	594	381	1599	746	260
LRFN4	1000	5288	789	657	565	913	2785	1037	1806	4449	2905	2450	3289	475	1029	867	244	269	569	352	7069	150	1112
LRFN5	36	12	50	16	41	21	19	112	72	44	7	27	36	32	174	337	17	42	55	70	5	2	11
LRG1	6737	234	1031	319	8973	284	251	5390	103	53	145	15	118	5393	2406	402	5348	213	6682	1888	67	9329	1538
LRGUK	24	5	92	8	176	48	32	195	19	19	30	3	5	124	116	104	5	5	16	399	10	78	16
LRIG1	7660	3329	7166	2679	34899	5980	2609	28172	5013	9891	11151	1247	2598	38058	19959	4734	4132	4025	11614	14414	1081	22077	6834
LRIG2	395	946	456	206	810	506	241	980	1227	526	278	344	521	832	1376	1072	206	1139	1377	957	253	268	575
LRIG3	193	1960	3260	1378	911	977	1458	1240	1733	1675	193	2625	860	1102	1810	1547	313	1055	528	1455	365	59	564
LRIT1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0
LRIT2	0	0	0	0	0	0	10	2	1	0	0	3	0	1	0	0	0	0	1	3	0	2	0
LRIT3	6	1	16	16	36	18	7	28	7	30	1	8	3	21	19	124	12	44	25	27	5	17	21
LRMP	77	57	144	74	200	64	234	163	1941	131	127	253	220	136	312	202	46	442	204	314	59	59	75
LRP10	7907	5683	13936	5188	15529	10752	5112	30501	13554	4886	12048	11591	6621	13222	17597	15671	6237	31268	14428	19838	8619	17635	12428
LRP11	3315	4658	1573	3861	2787	2925	2484	2381	7671	3777	3698	2217	4316	9943	2882	8327	1431	2758	2274	2613	11517	2035	3912
LRP12	314	2275	820	899	462	2164	340	612	2386	1933	296	822	1106	755	2181	1917	487	788	1238	420	654	61	359
LRP1B	163	892	18	50	6	31	8	66	18	9	181	7	81	4	42	53	0	21	15	503	3	0	1
LRP1	16579	26165	31388	14272	9235	56131	6412	25885	76516	26705	3643	17378	15721	27611	42733	33201	6470	20039	31569	16452	7862	2066	7061
LRP2BP	24	52	131	77	210	120	43	319	95	63	97	43	48	510	464	483	66	385	82	402	38	93	212
LRP2	1388	35	1907	2	105	40	314	15521	1976	94	32236	82	219	11	322	21523	15	1426	5349	21300	2	5571	1300
LRP3	3129	4046	2516	2319	1571	1005	3777	1577	1883	2588	1730	2800	1439	1911	1749	1572	1049	3390	2322	1127	3524	3261	1730
LRP4	140	603	161	197	64	253	45	474	227	509	43	98	210	191	367	4679	17	296	163	258	35	61	2043
LRP5L	116	101	122	227	397	116	131	264	91	460	76	176	83	211	140	82	135	139	105	249	37	453	123
LRP5	3343	24244	3493	3065	3804	3957	4092	8304	2999	17478	16797	3890	4003	3638	6709	2040	2167	3870	3388	2226	4177	5846	2492
LRP6	589	6003	2362	853	2013	1809	2319	4413	5352	8010	1244	2649	4615	3658	5932	4121	2164	3463	2914	7095	5184	1007	2606
LRP8	811	2188	115	194	165	414	504	327	1233	1293	168	259	1156	212	313	1797	392	161	711	91	865	86	199
LRPAP1	9281	8854	5417	7134	3977	2397	2879	10449	5862	7768	5074	5792	3877	3969	5747	5880	2877	7697	8980	3782	6157	13919	5715
LRPPRC	7944	8457	11424	8035	16821	9677	9285	20629	24161	19234	6451	5776	17235	22929	11515	21958	4076	14550	8892	16527	11641	7687	17176
LRRC10B	42	369	43	33	30	8	141	22	46	160	549	112	23	784	79	267	89	73	484	210	158	120	22
LRRC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC14B	4	16	0	16	62	32	5	14	8	2	70	15	3	10	7	0	1	6	20	7	1	24	0
LRRC14	1462	1571	1374	1497	2374	1056	1217	2056	1737	1801	1525	1687	1496	2344	3944	1578	516	1796	1566	2132	2136	2326	1115
LRRC15	1652	4207	21061	9200	4884	32100	1455	7382	22453	3225	285	5643	4588	21307	29422	22122	1763	3197	7404	6971	2666	157	4101
LRRC16A	1369	5788	2143	1498	2683	822	1745	3423	2438	2663	791	1433	2966	1699	3308	1239	1085	2483	1216	1789	1163	2079	1303
LRRC16B	22	27	18	30	18	5	14	42	67	24	415	41	19	2	13	82	3	49	24	56	30	68	15
LRRC17	218	44	1512	244	490	542	64	838	160	141	81	288	22	2189	4596	4376	368	1071	572	1784	39	109	817
LRRC18	1	1	3	4	5	2	0	10	12	3	0	2	0	1	7	5	0	7	1	28	0	0	0
LRRC19	0	2	6	8	6	2	8	10	12	11	2	0	1	6	19	13	3	13	3	8	8	0	6
LRRC1	2127	3635	772	1751	3080	808	2476	4078	1069	3490	635	583	1733	3128	5212	6880	2229	10162	2165	3222	4203	1936	3393
LRRC20	822	1203	599	720	774	263	301	729	551	583	753	729	610	359	669	712	247	336	682	677	512	2010	1058
LRRC23	518	1180	676	170	801	216	227	771	288	929	617	779	480	1231	936	997	206	845	478	903	423	1008	1038
LRRC24	46	122	44	170	39	10	25	78	6	38	333	31	13	77	52	33	0	44	29	40	69	133	90
LRRC25	291	144	245	229	220	674	423	217	1598	234	264	526	392	204	657	235	115	271	435	277	388	152	127
LRRC26	25	57	983	364	235	17	68	778	12	67	111	11	2	197	174	10	12	740	16	412	3	693	82
LRRC27	467	223	583	445	1302	263	311	973	360	331	638	240	199	1162	696	1362	311	556	614	1051	802	1386	2160
LRRC28	104	930	457	337	412	295	299	337	786	346	425	714	558	406	524	571	262	371	400	284	408	370	422
LRRC29	107	149	104	197	72	63	94	188	108	144	249	133	108	141	126	110	71	94	147	87	42	210	74
LRRC2	7	8	42	18	25	6	18	36	127	7	18	15	12	29	46	21	5	51	49	34	4	1	6
LRRC30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC31	587	1	437	53	201	22	0	310	0	0	414	0	0	32	182	30	0	84	168	1447	0	8168	4
LRRC32	3174	1607	6215	1337	1285	4461	719	4983	6671	3131	694	2175	707	3152	8650	6574	421	3811	3349	1757	849	491	1439
LRRC33	197	98	498	198	133	327	383	359	2052	204	195	337	385	150	354	267	112	514	474	177	254	162	202
LRRC34	91	124	81	70	61	78	216	104	264	367	68	160	88	126	126	201	10	166	114	199	228	101	85
LRRC36	7	15	14	11	15	4	16	55	7	11	4	4	2	67	42	25	0	27	24	57	4	5	20
LRRC37A2	585	258	263	104	625	128	104	1174	428	492	215	106	352	344	650	498	55	198	175	967	69	150	77
LRRC37A3	267	141	305	244	843	195	140	623	251	97	318	341	426	560	418	1903	527	1010	265	910	678	375	582
LRRC37A4	111	1486	503	154	2658	259	253	508	1555	801	137	135	164	306	455	515	88	475	308	591	205	89	123
LRRC37A	1094	551	652	388	1763	464	461	2255	1209	966	605	230	659	941	1433	1562	224	816	503	2027	298	550	683
LRRC37B2	361	1444	651	706	1404	965	633	1129	1375	1842	988	465	583	2393	1482	2094	755	564	1807	1477	794	1165	384
LRRC37B	29	346	200	150	485	230	261	693	501	306	183	213	139	1090	583	286	101	261	307	508	198	296	304
LRRC39	8	8	13	5	13	16	27	14	22	52	1	12	5	11	24	51	3	17	3	44	5	14	26
LRRC3B	2	0	6	0	2	0	0	13	4	0	0	0	2	1	7	1	0	15	7	8	0	0	3
LRRC3	52	711	121	46	53	371	149	146	315	80	31	72	237	99	194	193	14	175	201	74	269	70	61
LRRC40	1090	1441	593	757	1284	1042	888	667	2221	1816	488	591	1054	1576	1503	1628	298	1098	952	1220	977	771	764
LRRC41	6093	6833	4302	3207	6719	3721	6297	5499	6912	5823	4906	7453	4101	8735	6603	9258	3317	7167	7628	5014	11609	6991	5778
LRRC42	1994	3965	2252	1238	2237	1778	2429	1725	2708	1609	1330	2272	2948	3082	3884	3189	972	1596	2197	1837	2358	3745	1275
LRRC43	13	39	25	7	111	6	47	129	21	22	28	52	8	8	27	21	7	4	52	125	40	40	7
LRRC45	1734	1292	532	1140	1309	190	1748	971	529	1753	520	1223	1355	709	1066	1468	1169	857	1107	925	3761	1980	1242
LRRC46	301	55	284	81	707	27	20	901	10	48	235	27	58	1161	758	480	54	39	238	776	21	1126	303
LRRC47	1915	3073	2854	1852	4174	1630	2410	4390	3094	1264	2010	2197	3243	3613	3859	2961	1800	3188	3986	3198	6249	4629	3873
LRRC48	189	42	309	53	1762	52	46	1398	60	112	205	35	23	1060	668	206	42	36	185	581	22	2131	210
LRRC49	119	92	368	107	207	184	88	519	161	134	231	239	409	316	678	1360	72	366	274	470	405	190	614
LRRC4B	32	19	31	1	7	11	10	34	52	49	12	31	18	4	39	22	2	335	23	17	9	8	15
LRRC4C	250	109	136	133	66	173	12	365	172	85	57	49	48	105	1494	433	167	117	1701	1104	499	56	42
LRRC4	65	219	137	234	44	131	206	94	171	102	56	46	62	28	201	271	135	286	76	82	49	88	255
LRRC50	455	2	106	41	615	17	11	562	4	7	59	11	2	797	146	58	0	26	103	367	5	433	290
LRRC52	0	0	0	0	1	6	3	0	0	0	0	0	1	59	7	2	0	7	7	0	1	0	5
LRRC55	16	26	87	212	37	31	627	158	144	32	19	46	16	54	126	106	5	236	77	139	257	9	79
LRRC56	170	26	479	203	836	23	157	975	47	8	297	146	41	651	791	150	72	339	346	946	115	1015	271
LRRC57	1277	1297	948	665	1107	468	447	1469	1082	872	528	544	1251	1139	1490	1689	619	1426	915	790	702	972	19741
LRRC58	3254	3567	2397	1609	4454	3613	2850	6783	7711	4387	1441	1648	3838	6325	6074	9332	1243	6107	4412	4812	2315	1313	4722
LRRC59	12937	14525	7134	7847	8800	5244	10577	12095	16041	11641	5924	6603	10976	9727	11304	17195	4798	22112	10714	5717	20228	14571	14818
LRRC61	660	1388	763	671	1024	233	934	991	1142	1663	710	747	831	1166	1308	1245	367	656	946	1001	2429	1234	1437
LRRC66	2	14	20	10	10	47	9	47	15	21	10	16	11	7	13	67	5	8	20	16	18	0	33
LRRC67	0	0	4	7	21	4	0	8	2	2	3	0	2	0	8	12	0	1	4	18	0	0	2
LRRC69	0	4	3	2	20	7	3	10	0	9	6	2	3	12	5	2	2	2	8	2	3	8	7
LRRC6	173	9	296	287	2219	127	82	1426	204	265	194	47	147	1016	820	385	42	104	177	1042	40	1503	186
LRRC70	69	64	109	56	58	62	50	146	256	142	121	49	32	74	171	166	9	305	62	219	32	30	93
LRRC7	0	7	0	1	0	4	0	0	0	59	0	1	4	0	3	2	1	4	2	3	0	0	0
LRRC8A	4087	2419	3415	3413	3618	3278	1587	5655	3735	3257	2887	3817	6517	3058	8071	5387	2530	6078	3422	3910	3730	4375	2832
LRRC8B	2570	3692	1949	2310	3367	1695	2767	1250	4049	2681	951	1210	1781	3456	3772	4278	1521	3634	2188	2027	1234	586	1240
LRRC8C	867	374	1385	846	812	1274	1486	1420	9415	1362	597	929	978	812	2355	2631	262	2215	1424	1251	282	245	599
LRRC8D	2602	906	1697	1567	3000	1303	2911	1697	5128	9985	1409	1781	1286	2349	3394	3768	1968	3638	1943	2253	1523	2982	1709
LRRC8E	1713	1393	1023	1073	2161	927	615	1186	354	539	648	3242	656	2030	1405	1912	516	1108	1950	1434	2222	2216	761
LRRCC1	570	5903	815	1358	2522	570	2045	2344	1917	2528	506	886	2375	10122	7039	2584	390	3317	2029	2725	1480	700	1723
LRRFIP1	8880	7569	8645	11162	12624	8437	2390	19298	15414	5643	11116	4061	12293	15494	17993	15774	3001	17565	9520	12854	4047	14355	11428
LRRFIP2	2336	2735	2216	1541	4418	2054	2846	5338	4456	2307	1474	2285	2137	8353	6548	3988	252	2368	3079	4389	3259	2352	3072
LRRIQ1	15	0	4	6	22	34	16	314	20	11	22	2	42	124	58	193	0	30	3	537	0	0	155
LRRIQ3	12	11	9	2	14	8	12	38	13	24	44	34	68	17	26	206	15	40	9	28	11	55	48
LRRIQ4	5	1	5	1	3	4	7	2	2	1	1	5	3	1	4	9	0	1	7	8	7	20	0
LRRK1	328	2256	549	402	2098	640	624	883	4484	507	195	1272	1436	2094	1130	918	685	782	1452	635	808	97	195
LRRK2	472	123	2430	115	187	496	317	447	3576	227	126	361	296	2289	1006	1622	124	709	1190	7830	73	50	123
LRRN1	667	6600	6901	1445	58	1613	1044	5722	760	534	1416	246	1971	90	1267	3387	1874	585	1147	7964	130	25	1134
LRRN2	7387	4700	1359	246	1141	1715	1097	388	795	119	410	990	202	1564	998	3105	30	1959	10313	678	240	8084	495
LRRN3	15	16	300	14	26	56	23	139	181	18	84	24	40	58	172	127	4	103	53	138	7	7	31
LRRN4CL	62	33	237	15	26	113	14	134	517	220	15	78	24	61	113	146	11	126	73	63	47	6	16
LRRN4	6	80	0	3	0	14	149	5	5	8	2	141	130	0	9	3	75	3	9	3	53	3	22
LRRTM1	1	2	1	0	0	0	0	1	5	3	0	0	0	1	0	0	0	2	1	0	0	0	4
LRRTM2	12	23	43	2	11	15	12	29	49	35	6	5	30	16	39	36	1	40	25	48	2	3	22
LRRTM3	0	8	0	0	0	0	13	1	2	0	21	0	0	0	0	1	0	0	0	1	3	0	0
LRRTM4	0	24	0	0	0	0	0	10	2	0	0	1	18	8	0	4	0	1	0	14	0	0	0
LRSAM1	1392	637	1121	1570	2248	575	935	2510	1247	681	1234	810	388	1889	1675	1462	795	2333	1833	1132	791	1882	1534
LRTM1	4	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0
LRTM2	40	1	13	0	15	1	1	0	2	126	441	5	2	0	2	30	0	140	16	1	1	13	16
LRTOMT	854	578	1183	460	1580	732	290	2835	271	269	751	246	203	2456	2238	1914	301	708	594	2308	256	1725	593
LRWD1	914	1768	780	925	1133	420	1180	1109	863	2235	626	1087	1186	867	1272	695	442	914	877	1008	1973	1317	1000
LSAMP	10	53	94	48	12	8	7	144	309	13	11	34	9371	102	195	104	12	122	46	46	5343	1	8
LSG1	3218	4318	2614	1214	3569	2344	2801	5205	3374	3199	1531	1805	3241	2655	5437	5484	1140	3792	2688	3048	2690	3145	3718
LSM10	1403	903	1296	1189	1153	793	1137	1193	1641	1122	807	1826	1295	1067	1908	978	1041	1199	1307	683	1934	2524	848
LSM11	468	723	513	194	584	782	296	1182	1020	402	160	252	345	750	1330	963	289	1047	642	738	355	233	873
LSM12	3479	3524	2152	2382	5286	2422	2643	4296	4507	5814	2292	1545	2643	4315	3505	7278	1600	2013	3429	2680	1742	4434	6639
LSM14A	7157	14014	5799	7383	11042	6171	6742	10493	19662	16878	4152	8134	9663	12997	10411	12936	4345	9826	8758	8273	6522	6968	11258
LSM14B	4518	7128	2511	3539	3579	1900	4456	3874	2673	6304	1711	2731	3038	3173	3986	4596	1588	3886	3202	3266	4728	4105	10495
LSM1	2081	1973	1630	940	2137	3038	1208	1769	2480	2460	805	2079	1578	1519	3242	2482	1211	809	1550	1112	1722	2453	1391
LSM2	2278	4142	1196	2176	1821	1249	3777	1850	2708	3166	1223	3810	3886	1501	2015	1322	1680	2119	1916	1323	2717	3217	1924
LSM3	3314	2046	2745	2241	2589	1768	3538	3298	2988	3546	1373	1699	2136	2761	2777	2988	1681	1126	2418	1814	1562	4306	3014
LSM4	6943	6701	5136	6227	4559	4817	6462	6199	3845	8213	3645	5705	8865	5873	3990	4700	3209	2536	3790	2393	9120	8430	5586
LSM5	1757	5217	1515	2310	2136	1555	2695	2287	1718	2783	895	1811	2350	2336	2304	2520	909	1048	1827	2409	2447	2502	2618
LSM6	277	594	441	591	519	399	693	562	1244	942	320	705	1100	580	741	555	411	558	685	464	478	475	804
LSM7	1245	797	1278	2151	959	569	2183	537	868	4359	775	1499	1493	992	1069	857	1813	986	1141	616	1446	2380	1955
LSMD1	1475	2153	1060	1392	1672	420	1596	1488	892	1597	1183	1391	1448	1327	1951	1059	2001	721	1190	636	1481	4664	2235
LSP1	1685	1266	5942	1794	1545	3806	5215	2347	11896	1043	1172	11084	3569	1549	6665	2259	967	4901	4258	2685	1923	709	1150
LSR	6692	11922	8548	19557	4880	3390	8988	4196	6132	7856	5519	15802	23823	3070	3893	4879	7415	6266	10108	4753	20539	11032	4353
LSS	2173	3964	2356	2077	2324	1356	4320	5914	2759	1857	2302	3683	6904	1849	2756	2261	1659	3822	3873	1948	6865	3392	1689
LST-3TM12	0	0	0	0	1	0	0	3	0	0	0	0	20	0	0	2	0	1	0	0	0	2	0
LST1	199	81	420	296	145	225	415	161	1778	125	334	640	492	123	618	218	280	312	287	293	224	150	160
LTA4H	6285	2385	5763	1851	5188	3750	3401	4985	16564	3604	3846	4681	5944	6948	8277	5510	2683	7204	4790	5195	2876	5538	7154
LTA	4	18	124	11	36	15	64	16	662	4	26	102	88	21	143	9	5	125	79	36	12	2	23
LTB4R2	42	74	107	78	116	37	74	427	125	100	41	82	78	104	135	206	7	236	98	373	102	75	143
LTB4R	149	387	513	263	320	136	641	1015	356	337	214	341	456	423	304	654	67	920	395	1155	641	216	542
LTBP1	5164	20579	3382	5909	5120	17158	2964	1917	4070	5750	284	7050	4673	41096	5373	6700	2178	1849	4535	1214	7873	218	1547
LTBP2	11326	10146	6064	5003	6029	20877	2374	27337	23123	16623	2973	10735	11542	9358	16493	20700	4609	16017	12439	11382	2778	499	5109
LTBP3	6583	22557	8343	5714	6310	6656	4305	20058	6062	3513	7981	11337	4681	7530	9283	5457	1081	9787	6697	8242	8140	10528	2678
LTBP4	1250	638	2327	559	1790	2156	625	3447	3098	735	1596	2766	1772	1126	2869	1693	259	5322	1597	2014	1537	1412	680
