	TCGA-E2-A15F-01	TCGA-AO-A1KR-01	TCGA-D8-A1JM-01	TCGA-A7-A4SE-01	TCGA-E2-A15S-01	TCGA-A2-A0ER-01	TCGA-E2-A105-01	TCGA-A7-A5ZW-01	TCGA-BH-A0EA-01	TCGA-AN-A0AS-01	TCGA-E2-A14O-01	TCGA-E2-A574-01	TCGA-C8-A274-01	TCGA-AN-A0AJ-01	TCGA-E2-A1AZ-01
MORC2	2289	5074	3134	2205	2966	3268	3498	1797	2288	2765	2789	1731	5189	5148	1417
MORC3	2129	525	1367	2126	2963	2699	1379	2556	1947	1857	1260	645	2910	2759	1505
MORC4	2841	669	3575	1167	2241	3659	978	1114	1415	1132	1734	602	4949	3108	1747
MORF4L1	6739	3205	17402	4711	15050	13929	15288	13356	6778	12441	5945	6759	10888	12914	3133
MORF4L2	28318	9868	19666	8553	25558	21903	19449	13235	11238	17498	28320	8428	27922	41085	9067
MORF4	5	1	12	0	19	12	10	11	9	6	4	2	17	8	5
MORN1	65	38	172	69	275	252	271	188	275	146	323	92	263	302	26
MORN2	383	1367	369	310	1112	845	1169	579	526	326	2624	1053	1086	1369	406
MORN3	45	43	918	124	96	195	103	90	46	1	136	361	131	31	52
MORN4	369	386	246	255	1778	822	1194	444	629	151	753	231	1024	767	367
MORN5	1	3	2	2	1	0	5	0	0	0	1	2	5	95	1
MOSC1	250	964	2302	382	1272	662	1110	330	2221	373	343	1612	1632	1646	312
MOSC2	391	41	371	283	621	1027	352	811	791	287	722	645	1474	966	62
MOSPD1	489	435	536	779	890	921	1097	693	682	623	685	517	1327	1296	615
MOSPD2	516	97	541	462	1164	999	627	655	772	750	347	173	1514	993	698
MOSPD3	568	1288	665	1252	816	696	1083	771	649	550	1721	751	1047	737	235
MOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOV10L1	8	3	0	13	222	27	11	15	13	3	4	5	7	24	2
MOV10	2582	2181	5168	3343	4925	3075	2205	2111	2196	959	2368	1762	3418	2673	1665
MOXD1	387	17	13841	546	135	314	162	774	850	237	232	264	171	1051	405
MPDU1	2454	1028	3121	1596	2291	5306	2039	3967	2205	1711	4800	2839	4908	3542	900
MPDZ	1335	272	500	2106	2280	1416	2468	1545	2197	1115	851	402	4226	1424	3090
MPEG1	543	155	594	731	851	1426	531	1684	1457	1189	435	50	1325	2944	1673
MPG	1044	2564	1993	1601	1293	980	2219	2128	1776	2016	6626	3146	2334	1995	408
MPHOSPH10	2528	4608	4159	1457	2093	2765	3622	2421	1289	1667	3678	2525	4577	4835	1627
MPHOSPH6	543	473	2354	387	861	893	1043	650	338	677	1269	1343	1265	1389	1026
MPHOSPH8	2600	380	2003	1126	3543	3516	2981	1763	2067	1414	1101	926	2685	1976	1577
MPHOSPH9	578	134	903	223	2235	1598	916	330	298	160	584	70	1351	797	423
MPI	1049	1304	1161	431	3502	2417	1866	1248	1517	1861	2488	1721	2085	2708	358
MPL	52	17	74	35	39	30	68	31	37	8	9	58	60	10	11
MPND	775	632	230	280	720	1004	1271	1094	707	617	2129	818	1332	1038	169
MPO	15	5	2	3	4	1	2	18	8	0	3	2	3	10	13
MPP1	1219	166	938	476	1287	1317	643	706	1182	1443	752	139	460	1966	602
MPP2	1794	70	56	108	4570	410	3266	911	672	125	293	105	513	770	60
MPP3	232	183	148	189	691	182	522	206	214	137	188	388	754	251	75
MPP4	9	12	2	6	4	1	12	8	2	3	1	5	13	2	0
MPP5	1374	412	1800	790	3874	4707	2485	2107	1553	1855	1884	989	4646	2397	1201
MPP6	36	99	446	380	137	14	21	108	55	107	9	819	17	30	364
MPP7	2277	276	5487	303	807	4717	270	1918	1125	1031	4308	333	5473	1306	1820
MPPE1	2301	700	2043	977	2260	2185	1871	1593	1277	754	1218	248	2183	851	393
MPPED1	137	0	19	0	3	2	27	11	1	0	24	0	1	1	0
MPPED2	381	6	189	123	43	162	1170	104	76	35	40	484	57	195	41
MPRIP	4881	3729	5378	5737	3639	8161	2735	3353	4323	3975	1374	4217	4314	3871	2342
MPST	724	4135	1571	1161	1762	1877	1376	1316	1541	3420	1419	4392	1624	993	471
MPV17L2	852	1182	828	642	537	974	1246	480	481	416	1094	717	967	456	192
MPV17L	658	561	446	42	410	1359	10	518	494	394	760	35	1354	149	17
MPV17	1491	3701	2600	835	2568	2116	2329	1745	1406	1226	4442	1802	3480	2026	1121
MPZL1	8975	11585	25905	6459	9499	9361	7765	9936	15080	9707	10292	7587	32376	8177	7396
MPZL2	1198	1474	8938	599	207	1456	173	2094	1047	758	1061	781	2479	1234	1745
MPZL3	58	10	107	62	37	149	72	57	65	83	14	3	175	161	101
MPZ	7	2154	183	497	27	20	26	22	98	15	19	9207	16	22	66
MR1	278	158	704	167	145	531	304	496	954	278	485	133	1779	349	213
MRAP2	25	28	50	143	26	24	11	111	117	6	5	31	9	0	21
MRAP	5	0	0	2	1	3	3	0	264	0	0	0	0	0	2
MRAS	1484	5670	1246	2615	769	1175	934	1146	2272	1213	591	1361	511	1193	1261
MRC1	159	64	77	207	197	236	84	687	473	157	126	63	23	4214	396
MRC2	3395	1876	592	10453	1675	2394	3879	15232	9255	12981	4687	5460	4173	5429	3566
MRE11A	1884	436	3348	580	1735	1216	1155	1279	903	626	701	632	2393	2095	1789
MREG	3213	490	1595	405	2555	4193	4108	7283	1806	1571	1375	1020	4965	3852	330
MRFAP1L1	3572	2868	3004	2748	12051	5184	9306	5228	2838	1842	3865	3119	6542	6309	1757
MRFAP1	15386	9782	11222	11859	52825	22036	30105	19392	11700	8408	16935	17128	18741	30275	6091
MRGPRD	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRE	8	0	7	1	0	3	7	1	13	4	0	0	0	0	1
MRGPRF	171	94	39	347	118	108	222	766	669	324	140	51	74	170	81
MRGPRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	2	1	2	0	0	1	0	0	0	1
MRGPRX3	17	0	18	6	1	10	6	58	5	0	0	0	0	0	3
MRGPRX4	1	0	0	0	0	1	2	3	0	0	0	0	0	0	0
MRI1	975	647	1215	1260	1278	1259	2675	2645	1033	848	825	2470	2094	1080	347
MRM1	180	139	158	148	593	140	548	204	231	131	608	632	408	285	85
MRO	32	15	151	20	29	63	78	41	34	184	28	14	85	13	46
MRP63	1608	2354	1612	627	2088	1855	2905	1677	1203	3011	2542	3438	1607	1844	544
MRPL10	1929	1084	2408	1097	3353	2822	4715	1773	1515	1280	4162	2805	2731	2568	625
MRPL11	852	2450	2878	2062	2072	1227	2177	1287	1077	1686	9337	4456	1761	2842	1474
MRPL12	1449	10806	2727	1512	4752	1569	5970	1611	1117	1743	4769	6523	1846	5080	1269
MRPL13	1954	719	7901	1429	4393	1920	1212	1823	761	2516	3666	4253	2516	8832	1331
MRPL14	634	2193	4496	2475	4762	3153	2194	1549	970	1281	4075	5911	1848	5906	538
MRPL15	1699	1929	7120	1116	3150	1725	1813	1922	1022	4538	3385	5621	2772	7388	2460
MRPL16	1014	2164	2929	1271	1994	2285	1105	1486	1185	1413	1788	2556	1459	3110	911
MRPL17	2237	3328	6788	1975	3560	3907	3484	2008	1532	2136	9163	4580	3827	6775	1103
MRPL18	1230	3138	5119	1357	1692	2740	4459	1885	1175	1623	4726	3512	2404	3527	683
MRPL19	3243	2953	6703	2213	3652	5556	3676	2624	1972	2238	2584	3886	7725	6958	1980
MRPL1	558	799	1405	301	686	789	1003	905	444	751	668	1436	1308	1547	979
MRPL20	2555	3956	3085	604	5630	3657	4356	3939	1993	2443	4328	5251	3227	3230	1620
MRPL21	608	1256	1970	814	1363	4531	3013	1191	604	806	13659	2604	1480	2488	522
MRPL22	636	1163	2598	860	2021	1202	1476	1010	591	635	2468	1244	1710	2644	456
MRPL23	569	1884	2599	1214	1742	1680	2122	1156	912	905	2536	5179	1679	2365	252
MRPL24	2087	7793	7455	2049	3731	2881	3818	3879	3782	3016	12522	4264	8272	7637	1211
MRPL27	948	1667	1331	673	2895	1876	3988	1816	1140	1063	4825	3308	2292	3645	525
MRPL28	1246	3629	3370	2348	2131	1797	2890	2207	1691	1877	7106	4111	2652	5256	645
MRPL2	441	1587	1287	2984	1778	952	1377	906	695	1017	1255	3953	899	4208	436
MRPL30	2141	2073	5288	1342	3368	4272	4701	2146	1221	1452	1570	2149	4577	4020	1159
MRPL32	1409	1602	1837	703	1576	1758	2329	1874	1285	1952	2107	2422	1998	1863	945
MRPL33	365	552	1731	448	1995	1690	1633	974	913	773	961	1795	1893	1964	709
MRPL34	830	2161	2141	972	1110	1518	2137	1595	1082	770	2374	1927	1631	988	311
MRPL35	2707	1546	3102	619	2772	3641	2976	2410	1474	1310	1777	2205	4877	3023	1020
MRPL36	722	2528	1301	491	2748	855	1238	724	479	933	1216	2977	1065	1517	436
MRPL37	4222	3815	13945	3456	5501	5555	6286	2702	2384	3233	3102	6414	3942	4476	3044
MRPL38	1557	5554	2335	1269	3415	1506	4819	1501	1364	1195	4240	5173	2336	3969	637
MRPL39	754	951	1569	683	1151	1355	1260	883	511	791	1617	1159	1109	2015	665
MRPL3	4471	10186	11514	5835	4938	5989	6533	5126	2624	5377	5269	4091	9916	9113	4510
MRPL40	753	2415	1244	472	2215	1965	1504	1242	1026	1014	3360	1219	1469	1511	296
MRPL41	434	2428	1445	522	2362	744	2247	866	1197	911	2246	1541	1594	1554	239
MRPL42P5	17	21	35	2	7	7	8	7	21	49	40	6	13	13	0
MRPL42	1835	1862	6128	892	3702	2592	3114	2256	930	1007	2932	1088	3666	5829	1631
MRPL43	1816	2376	3456	1095	6173	3169	4715	2416	2087	2199	6506	1949	4098	5678	1374
MRPL44	1327	709	3364	812	1432	1576	2209	1796	1091	1269	1357	1788	2457	2318	468
MRPL45	1942	882	2604	915	3657	3180	5697	2662	1711	1334	3554	4320	3707	3762	838
MRPL46	1079	453	2113	805	1382	763	1213	814	663	586	747	1238	1079	1195	262
MRPL47	1193	5002	5553	1348	2116	2155	2171	1604	819	1150	2843	7180	2340	3966	970
MRPL48	661	831	1994	607	1091	441	905	967	586	1271	1387	2780	1301	2413	490
MRPL49	5773	942	6351	2506	8132	12718	3237	3796	2707	3699	4070	2499	4938	7128	2176
MRPL4	2334	1969	3445	2835	1535	1398	2889	1758	1418	1450	1948	8851	2531	2032	752
MRPL50	601	473	2615	540	1665	1309	1152	1035	840	687	730	1102	1454	1717	632
MRPL51	2665	6184	27509	2532	6379	4558	5355	3739	2544	3728	8683	9222	3513	6537	4406
MRPL52	387	1258	1054	508	1070	1050	1949	905	737	868	2029	2947	1184	1722	487
MRPL53	933	2023	1739	380	1156	946	1169	1148	887	1195	2822	2227	2011	2381	192
MRPL54	705	699	772	358	828	1291	1582	1458	869	611	2006	1707	1118	1968	183
MRPL55	920	4102	1849	1081	1687	739	1449	1260	1048	994	5662	2757	2472	2256	332
MRPL9	1657	4155	7839	5020	3733	2239	2968	3036	3159	2468	4667	4533	7060	5734	2994
MRPS10	1726	1506	4232	3188	5475	4687	2979	2537	1468	2198	3518	3010	2663	7073	1111
MRPS11	1141	1872	2885	1533	1735	1530	1752	1112	929	796	1587	1514	1962	1905	304
MRPS12	1487	3294	6075	1614	1614	581	1745	1079	759	974	1974	5893	1859	1915	396
MRPS14	906	567	1889	428	1262	1380	811	1354	1142	982	1525	1582	3013	1561	446
MRPS15	2609	8501	6334	2710	4102	2975	3979	1773	1781	1760	3881	4303	2564	2671	1467
MRPS16	4634	7554	10221	1856	11586	6438	7137	4956	3465	5767	8138	3935	9714	5661	3773
MRPS17	465	1097	1306	857	924	583	1102	525	492	700	1013	1579	884	1127	375
MRPS18A	820	1256	3521	1996	3402	1824	1919	1373	1041	1102	2712	4323	1814	4763	444
MRPS18B	1706	1329	3376	2398	5717	4032	4150	3465	2280	2858	7213	4484	2782	7760	1210
MRPS18C	387	488	538	350	759	845	1052	888	417	504	727	1114	1030	1490	423
MRPS21	1150	10087	6061	4167	1178	3158	2276	2329	2513	2715	7767	8079	7896	7516	2283
MRPS22	794	1820	2133	1147	1197	1403	1467	1055	745	889	1919	1517	1442	2732	977
MRPS23	1844	965	1547	1002	4194	2687	5891	1536	941	1211	5746	3860	2572	3534	829
MRPS24	1167	5502	4241	1057	1902	1634	2692	1695	1283	2478	4175	4737	1475	2673	623
MRPS25	1092	2832	2032	2204	3233	1383	2886	1568	1090	1222	1883	2703	1514	2296	1435
MRPS26	858	3519	2769	1122	1782	2050	2776	1480	1265	3263	4952	4735	2649	4172	838
MRPS27	3297	1457	5729	1470	3675	5408	5453	3079	2941	2018	5459	2684	5622	7128	2053
MRPS28	620	273	1014	196	604	862	383	757	428	1133	1542	1122	560	1804	357
MRPS2	1237	2014	7888	2406	3680	1677	2822	1724	1480	2103	1531	3727	2397	4004	462
MRPS30	20037	2364	2233	525	31256	16768	2347	836	2732	932	5206	2495	1469	2476	931
MRPS31	683	449	821	559	795	827	1385	859	714	843	556	1757	816	1186	566
MRPS33	1180	1889	3313	586	3241	1736	2305	1314	1158	888	3759	1863	1552	1455	1090
MRPS34	1906	5671	3389	2002	2961	2215	3977	2414	2403	2741	9203	4562	3763	5122	632
MRPS35	4031	1510	24659	2930	5038	4731	4076	4122	2131	3558	6192	4963	5245	13285	6901
MRPS36	704	417	580	300	1426	1290	1446	912	504	487	2628	743	1308	2116	380
MRPS5	845	2970	3375	1976	2012	1590	2353	1288	1175	1746	1445	10814	3195	3043	708
MRPS6	1479	756	1824	1458	1968	1218	1788	1929	1163	2192	3194	4876	1199	4113	1003
MRPS7	2938	4704	2949	1362	8337	3286	6005	2274	1728	1539	5236	4029	3734	5283	1483
MRPS9	860	2528	3252	1219	1559	1274	1356	1148	887	646	1444	2978	2190	2868	1167
MRRF	650	910	2800	761	2755	1258	1656	918	976	1112	1398	665	2710	2278	738
MRS2P2	5	23	6	1	10	3	10	4	0	15	17	5	4	14	4
MRS2	1202	1102	1652	3013	3993	2587	3043	1835	1340	2057	2276	2228	2420	4267	1325
MRTO4	2197	4501	2947	784	1979	2407	3257	2158	1276	2534	2885	3853	1677	3680	2376
MRVI1	546	152	218	942	635	533	751	1144	1674	695	359	51	817	935	908
MS4A10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MS4A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A14	153	54	16	45	28	390	34	540	104	138	100	8	291	517	125
MS4A15	217	0	0	445	6	324	38	6	28	9	694	419	238	53	12
MS4A1	663	31	33	41	4	94	19	58	85	0	20	0	9	582	303
MS4A2	297	1	68	6	14	154	14	761	52	129	93	0	83	116	40
MS4A3	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
MS4A4A	174	39	184	286	277	228	332	330	495	406	296	16	227	1190	430
MS4A5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MS4A6A	800	232	430	613	667	1253	780	2035	1048	839	406	47	1468	2687	1533
MS4A6E	0	0	0	0	2	0	2	0	0	4	24	0	0	2	0
MS4A7	1160	238	118	491	313	1869	624	8208	789	1722	621	111	1556	2674	694
MS4A8B	288	0	0	7	544	105	231	9	3	0	35	1	78	9	0
MSC	309	54	57	402	96	164	241	549	310	575	244	43	187	399	171
MSGN1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
MSH2	2332	1702	4419	1609	8380	3816	4382	1487	1184	968	1337	2275	4859	3184	2306
MSH3	1557	393	1129	550	2068	2336	1701	1099	916	610	1362	550	2574	1666	522
MSH4	28	3	2	3	28	0	4	3	1	4	2	2	2	0	0
MSH5	206	472	216	742	1726	167	1103	172	250	101	702	586	522	1226	366
MSH6	5722	3610	13766	3817	13088	7094	4626	2880	2745	2354	2467	2546	9447	9123	3401
MSI1	435	368	267	804	3266	847	1670	53	125	137	911	650	92	271	382
MSI2	1556	132	633	87	727	2171	2086	416	729	727	1165	118	2872	903	249
MSL1	5925	1650	4083	2770	14976	6430	18420	4010	3426	2795	8187	2399	11496	9065	2738
MSL2	2659	1550	2894	2267	3893	2882	3321	2297	2106	2990	1947	636	3480	4411	1630
MSL3L2	649	428	1920	196	57	33	310	281	57	331	8	905	1542	42	199
MSL3	875	608	3093	1725	1096	1245	1674	1246	1087	1236	646	1140	2092	2279	1593
MSLNL	0	2	52	6	0	1	16	0	0	1	11	0	0	0	0
MSLN	8	5	24732	3956	0	4	27	15	11	4413	16	1700	3	27	187
MSMB	6	72	182	0	2638	19	1662	35	4	0	99	8	212	94	0
MSMP	52	6	81	34	172	208	96	44	96	182	8	13	137	31	28
MSN	13833	9915	18027	27211	6078	12549	7048	11602	16064	14345	5631	4442	11409	13302	15995
MSR1	1148	186	508	801	886	2665	2083	1302	818	5274	1133	159	3569	3747	944
MSRA	190	52	538	150	153	227	127	449	381	134	267	185	164	157	51
MSRB2	985	2083	1116	475	748	1882	794	998	1040	1271	3426	2733	2994	1077	943
MSRB3	1135	162	676	2966	706	1114	1156	4369	3027	2327	522	387	1220	1183	983
MST1P2	81	148	43	150	333	30	752	132	143	29	138	125	137	31	63
MST1P9	15	24	1	73	80	6	62	29	3	0	60	173	68	0	16
MST1R	359	428	677	423	201	2284	1816	945	989	395	1642	390	1609	865	157
MST1	161	118	29	141	1118	131	777	190	138	113	414	163	169	73	34
MST4	1139	180	2452	1775	846	1556	711	749	391	1622	647	1634	1883	1267	2058
MSTN	15	4	1	1	1	2	130	17	8	0	6	1	86	12	2
MSTO1	1405	3222	2206	2776	3435	1939	2166	1654	1976	2179	2620	1598	4581	4369	1255
MSTO2P	501	318	254	439	541	103	500	304	413	159	436	90	970	282	163
MSX1	608	123	77	136	93	52	449	298	223	134	1180	109	72	57	31
MSX2P1	6	0	1	2	10	3	8	5	8	3	13	1	14	18	3
MSX2	178	12	125	661	738	98	637	980	170	588	1444	84	1348	2359	7
MT1A	42	26	0	11	0	15	2	11	34	7	33	362	2	0	0
MT1B	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
MT1DP	2	0	4	0	47	1	0	4	6	0	6	0	11	0	0
MT1E	1388	900	3957	1361	855	912	2915	2373	1408	753	1194	5318	193	364	917
MT1F	106	134	785	288	714	312	951	178	283	146	190	710	252	105	172
MT1G	11	123	809	394	17	60	62	208	63	304	423	1820	7	73	120
MT1H	0	13	16	15	0	1	8	3	4	4	1	13	0	9	4
MT1IP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MT1L	23	30	50	133	3	20	21	52	141	44	7	346	20	21	31
MT1M	18	98	310	55	15	14	12	124	202	26	8	273	3	19	32
MT1X	562	1302	1992	4195	1067	414	1297	1807	1480	1317	612	2116	342	281	595
MT2A	4316	3849	2237	5948	7364	2573	7034	7570	3530	3766	2474	2226	1013	3533	1955
MT3	46	0	6	0	9	1	0	20	0	26	1	11	0	9	2
MT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTA1	972	4184	2975	1774	2338	1308	6157	1957	2354	3975	2385	2118	4335	2717	1387
MTA2	5023	5274	7332	4313	9342	4432	5731	3859	3523	3745	5059	3539	4189	11406	3344
MTA3	3421	2802	6640	1197	11521	4576	3403	2539	2342	1124	2555	1937	9199	5191	1744
MTAP	1156	983	2863	1697	1036	1176	1550	1774	1128	2267	917	1802	2391	1702	2769
MTBP	493	250	1542	674	1081	398	192	176	122	199	302	460	545	1340	585
MTCH1	5777	4298	57798	13696	21330	12470	8477	7075	5475	6680	7955	17155	7485	12722	3069
MTCH2	5316	4234	7476	3049	6148	15052	7222	3899	2588	3486	8553	6723	7645	7344	3301
MTCP1NB	380	721	435	319	624	770	1985	636	742	287	1047	533	790	601	465
MTCP1	85	103	95	48	54	36	159	99	90	32	54	36	89	90	131
MTDH	14021	4757	14102	5944	22631	12698	12784	8716	5639	19964	9512	7157	12798	27387	6368
MTERFD1	1681	1940	2789	839	3149	782	2129	808	627	865	1546	1739	1133	2761	1212
MTERFD2	797	358	1042	253	501	968	1673	880	813	388	662	398	1912	1107	349
MTERFD3	1469	555	1476	404	2259	1276	1657	1160	764	333	2066	161	1435	1542	431
MTERF	448	395	972	314	681	441	576	515	363	215	508	364	850	668	537
MTF1	2020	560	2920	1058	2756	2379	2277	1078	1456	1734	369	465	1625	1521	883
MTF2	1194	814	2055	1113	1065	1390	2137	1232	672	1513	934	950	1883	1624	1224
MTFMT	666	157	834	239	681	566	1030	494	395	482	290	541	653	597	180
MTFR1	1623	473	3267	1300	2620	1840	8328	1407	493	3700	1840	2003	2154	7775	1533
MTG1	680	1268	1570	748	922	681	1379	1325	772	1218	1981	1808	2761	970	706
MTHFD1L	864	659	4388	2173	392	489	705	559	398	894	184	2986	322	548	670
MTHFD1	2356	2249	5244	1571	7654	8442	7075	2394	3335	1599	5756	1618	7342	7756	2410
MTHFD2L	533	663	390	254	756	631	462	685	275	383	193	337	468	518	348
MTHFD2	961	2688	9824	3241	7552	7400	5219	3753	1459	5966	2431	7228	8017	16276	2773
MTHFR	1824	650	1430	392	1873	2347	2310	2389	2115	2104	587	601	2017	707	334
MTHFSD	471	500	1257	536	633	592	956	378	498	602	740	1025	792	871	414
MTHFS	693	270	1202	501	1338	1333	761	781	719	701	1005	1155	1364	1099	245
MTIF2	2215	2246	4046	1258	2451	2793	4136	1728	1333	1099	2012	2441	4347	3223	1272
MTIF3	1702	1145	1466	811	2218	2419	2784	1675	1477	1859	2417	2393	2120	1910	714
MTL5	1236	310	789	520	4647	6295	6311	1483	634	480	9280	1466	1252	1711	253
MTM1	1317	114	977	677	887	1878	1305	1089	1164	939	516	172	2223	952	707
MTMR10	2933	543	1564	566	4287	4386	3725	1805	2155	1111	640	648	1954	1356	674
MTMR11	491	76	69	2103	1134	570	885	807	1979	394	617	281	2758	816	430
MTMR12	3754	1151	7539	1195	3603	6044	2070	3019	2949	2313	1756	3198	5822	4819	2039
MTMR14	2079	1947	2010	2352	3453	2101	2435	1599	1468	1647	3757	1477	2243	3354	801
MTMR15	2546	1667	1737	537	3248	2000	2753	861	1389	693	547	616	1358	1386	436
MTMR1	2737	1259	5459	1045	2621	2949	5154	1785	1763	1376	1477	653	4467	3336	1523
MTMR2	2283	1240	7621	1538	1395	990	872	1886	1436	1807	520	2200	2577	1625	2161
MTMR3	2696	1420	3279	1870	8154	6222	2786	3170	4013	4664	1444	667	4903	5941	924
MTMR4	5562	945	2144	1101	9372	4344	9257	2252	2389	1013	2257	1669	5040	2826	2514
MTMR6	3147	368	1256	1371	2171	5643	2713	2855	1697	2230	561	1411	2913	2346	1270
MTMR7	354	70	144	58	429	166	118	122	52	61	466	80	567	56	224
MTMR8	3	26	8	10	25	20	1	6	7	2	3	8	59	7	39
MTMR9L	195	109	89	158	557	464	191	133	265	53	361	54	66	59	68
MTMR9	876	288	474	597	1156	1089	1029	1274	878	797	909	316	1618	731	559
MTNR1A	8	0	2	0	0	1	0	0	0	6	0	0	0	0	3
MTNR1B	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MTO1	616	382	1206	659	1768	1532	1268	874	770	488	758	649	1355	1530	454
MTOR	4993	1825	3992	1405	4877	8213	7006	2064	3686	3143	1823	1479	5087	4140	2993
MTP18	429	1507	432	312	385	1379	420	785	377	846	2186	951	515	2586	232
MTPAP	1452	1310	3961	697	989	1684	1230	1312	969	1673	1102	1892	3108	1318	1802
MTRF1L	449	374	889	423	787	813	956	485	486	433	587	926	958	824	329
MTRF1	219	145	290	315	302	270	501	250	211	267	225	327	384	287	159
MTRR	2027	4081	2183	557	2236	2488	2311	1302	1237	6674	1287	1538	5721	2800	1126
MTR	2328	1134	2619	2063	4158	4597	3545	2677	3334	1918	1954	1387	8726	5020	1739
MTSS1L	2423	1201	2795	2708	2654	1446	5589	1522	2394	3714	1155	2216	2278	2849	712
MTSS1	1210	4532	6060	478	3130	3862	5784	1307	1913	4034	756	269	5975	3152	855
MTTP	35	2	3	10	2	2	1	0	15	1	0	0	5	4	7
MTUS1	4133	543	10094	1985	3949	5856	1588	4265	6027	5276	12836	1192	19086	2811	1068
MTUS2	65	2	120	55	73	22	131	27	16	71	4	23	47	2	13
MTVR2	0	0	1	4	0	1	0	0	0	0	0	1	3	1	0
MTX1	1271	3890	2639	2166	1872	1580	2097	2202	1398	1972	5125	3291	4348	3869	652
MTX2	1704	912	3234	1176	2439	1888	2430	1528	1021	1297	1963	2196	3903	1708	907
MTX3	2402	390	1198	872	3716	2547	283	1609	1272	1128	922	764	2952	3949	792
MUC12	6	1	4	29	7	3	3	8	0	9	4	19	1	81	3
MUC13	1	9	11	12	2	2	0	0	17	4	2	555	9	195	0
MUC15	51	98	164	266	16	9	13	73	3	10	0	2552	2	675	241
MUC16	20	350	28943	371	41	4	57	82	72	146	34	940	374	655	257
MUC17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MUC1	9480	2869	20736	8233	5255	6499	1400	22644	29863	24084	76027	4779	67881	8216	58
MUC20	258	1724	4175	478	80	83	404	127	178	137	538	1036	527	318	16
MUC21	17237	8	2	0	2	4	0	0	0	3	2	6	290	1	0
MUC2	3	0	4	0	39550	18207	40	0	1	13	0	0	4	0	0
MUC4	15	109	161	85	3	13	7	0	2	18	3	166	14	8	1
MUC5B	2877	3384	22906	939	281	1111	1269	349	41	17839	4	15064	46821	328	109
MUC6	7	122	1	30	30	34758	14559	1309	9	746	3	4	4	109	10
MUC7	0	0	50	11	0	0	0	1	4	0	0	22	0	0	0
MUCL1	175	20	49	60	49	870	495	14	148	75	150	28	723	1346	25
MUDENG	1652	412	1287	687	2546	3296	2641	1789	1501	973	1812	852	3957	2331	1083
MUL1	2004	502	1342	651	1657	3804	2418	1841	1503	2069	1442	1316	2088	2185	901
MUM1L1	481	48	222	42	8	578	87	576	361	153	39	193	235	435	90
MUM1	1740	676	1165	1462	2494	1434	4514	2511	2215	2117	986	1441	3144	1549	354
MURC	13	23	23	24	37	19	27	14	5	19	5	11	19	13	69
MUS81	969	825	1637	1671	2434	1672	1137	1127	944	1202	871	1096	1586	2185	625
MUSK	3	2	0	0	0	0	0	0	0	0	0	2	1	0	5
MUSTN1	25	50	17	54	26	68	51	169	615	18	97	23	48	16	5
MUTED	545	190	403	659	1722	1509	1362	863	692	555	815	668	1003	2021	444
MUTYH	310	805	759	326	661	542	657	297	296	258	704	613	379	384	188
MUT	1551	235	2369	996	2858	5515	2730	2000	1935	1812	1754	1058	2864	11680	616
MVD	348	1166	911	1065	705	791	1321	797	416	1353	1240	2863	467	1051	252
MVK	1394	1390	1483	541	2461	1012	1256	763	474	300	2485	418	834	1507	283
MVP	7374	2324	17723	3882	6313	8968	3562	9314	9070	10149	11964	7892	9996	10336	1509
MX1	22403	5009	5606	14416	840	4553	2421	1041	1568	2401	8587	1350	12493	5867	8096
MX2	935	2961	361	3240	446	818	825	521	465	982	966	166	945	1773	1692
MXD1	3777	1634	2255	605	460	6281	2743	1038	547	858	1350	662	1754	1249	559
MXD3	240	1006	498	408	1329	233	653	271	146	385	1020	559	501	1491	143
MXD4	1929	3120	2639	3691	4670	4266	4986	5339	4562	2289	1377	5907	4320	3952	770
MXI1	1691	1950	6022	1907	6741	1478	2008	3028	3681	2642	3351	1352	1865	4156	1998
MXRA5	6705	1023	918	20689	5010	11951	6010	23010	25464	47942	10311	1392	9958	13959	16181
MXRA7	3930	3163	1246	2507	6395	6031	5083	6624	4762	5343	2508	5335	3316	2504	2203
MXRA8	2162	1067	427	5108	3096	1122	10267	10584	6873	11762	5668	1361	2604	6033	4754
MYADML2	15	9	0	3	62	3	69	2	15	2	5	0	3	6	0
MYADML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYADM	15725	1189	6516	6340	32181	15002	10677	8253	7809	14142	7006	1942	11034	9061	2146
